0.07433  	0.29741  	-0.4087  	0.22191  	-0.0333  	0.30638  	-0.0483  	0.22587  	0.48703  	-0.2467  	-0.2588  	0.99735  	-0.0873  	-0.3130  	-1.0903  	1.13969  	0.32375  	0.41377  	0.60876  	0.98535  	0.39824  	0.26941  	-0.3482  	0.41633  	0.67841  	-0.0016  	-0.2374  	-0.0527  	-0.4584  	-0.3706  	-0.3466  	0.12592  	0.17800  	-0.2044  	0.41374  	-0.0031  	0.32038  	-0.0924  	-0.4474  	0.22731  	0.28419  	-0.1797  	0.07843  	0.33960  	0.05275  	-0.0752  	0.04197  	0.02629  	0.02744  	-0.0247  	-0.0519  	-0.0472  	-0.0258  	-0.0201  	-0.0155  	0.00991  	0.01659  	0.00219  	-0.0236  	0.00252  	0.00084  	0.03644  	0.11286  	0.00642  	0.31812  	0.09932  	-0.0336  	-0.0231  	0.03910  	0.24887  	
0.13454  	0.31402  	-0.3912  	0.25211  	-0.0144  	0.33650  	-0.0296  	0.24801  	0.50137  	-0.2545  	-0.2651  	1.00939  	-0.0738  	-0.2766  	-1.0530  	1.13355  	0.33647  	0.39909  	0.61692  	0.97746  	0.43332  	0.27780  	-0.3495  	0.41327  	0.67971  	-0.0107  	-0.2029  	-0.0690  	-0.4804  	-0.3722  	-0.3656  	0.12739  	0.17483  	-0.2103  	0.43248  	-0.0105  	0.33826  	-0.0829  	-0.4564  	0.22253  	0.26125  	-0.1913  	0.06928  	0.34195  	0.05058  	-0.0737  	0.04088  	0.02834  	0.03252  	-0.0295  	-0.0484  	-0.0468  	-0.0273  	-0.0202  	-0.0144  	0.01409  	0.01476  	0.00389  	-0.0241  	-0.0024  	-0.0013  	0.03397  	0.10984  	0.00588  	0.32947  	0.09692  	-0.0273  	-0.0229  	0.03668  	0.26264  	
0.20061  	0.34902  	-0.3243  	0.26551  	-0.0427  	0.39148  	-0.0247  	0.28599  	0.55135  	-0.2845  	-0.2491  	1.02267  	-0.0628  	-0.2448  	-1.0553  	1.16057  	0.32385  	0.37773  	0.62688  	0.95425  	0.49074  	0.27863  	-0.3243  	0.43391  	0.66525  	-0.0160  	-0.1898  	-0.1245  	-0.5396  	-0.3805  	-0.3572  	0.13545  	0.19961  	-0.2173  	0.46348  	-0.0244  	0.36911  	-0.0805  	-0.4709  	0.20667  	0.25388  	-0.1972  	0.07037  	0.34718  	0.04483  	-0.0779  	0.03622  	0.03175  	0.03580  	-0.0271  	-0.0474  	-0.0501  	-0.0267  	-0.0188  	-0.0182  	0.01906  	0.01718  	0.00721  	-0.0257  	0.00342  	-0.0014  	0.03921  	0.10920  	0.00502  	0.33950  	0.09483  	-0.0222  	-0.0227  	0.03445  	0.27394  	
0.22422  	0.35860  	-0.3041  	0.26644  	-0.0483  	0.40629  	-0.0259  	0.29589  	0.55628  	-0.2971  	-0.2464  	1.02803  	-0.0626  	-0.2277  	-1.0425  	1.17163  	0.32232  	0.37684  	0.62833  	0.93900  	0.49876  	0.28180  	-0.3135  	0.44612  	0.67123  	-0.0178  	-0.1830  	-0.1310  	-0.5515  	-0.3795  	-0.3583  	0.13530  	0.20409  	-0.2150  	0.46841  	-0.0284  	0.38447  	-0.0786  	-0.4723  	0.19754  	0.24922  	-0.1949  	0.07482  	0.34471  	0.04409  	-0.0778  	0.03598  	0.03489  	0.03779  	-0.0286  	-0.0483  	-0.0486  	-0.0268  	-0.0179  	-0.0190  	0.02080  	0.01481  	0.00772  	-0.0262  	0.00614  	-0.0016  	0.03828  	0.10767  	0.00412  	0.34822  	0.09306  	-0.0181  	-0.0225  	0.03241  	0.28277  	
0.21821  	0.35477  	-0.3122  	0.27173  	-0.0393  	0.40599  	-0.0244  	0.29312  	0.55662  	-0.2961  	-0.2540  	1.03240  	-0.0612  	-0.2297  	-1.0404  	1.17207  	0.32722  	0.37329  	0.62512  	0.94234  	0.49323  	0.27734  	-0.3193  	0.44685  	0.67217  	-0.0171  	-0.1837  	-0.1327  	-0.5483  	-0.3774  	-0.3568  	0.13603  	0.20081  	-0.2179  	0.46995  	-0.0266  	0.38048  	-0.0796  	-0.4723  	0.20133  	0.24801  	-0.1951  	0.07067  	0.34476  	0.04369  	-0.0776  	0.03461  	0.03514  	0.03680  	-0.0275  	-0.0472  	-0.0484  	-0.0273  	-0.0188  	-0.0185  	0.02085  	0.01594  	0.00699  	-0.0252  	0.00479  	-0.0012  	0.03861  	0.10889  	0.00446  	0.35562  	0.09161  	-0.0151  	-0.0222  	0.03055  	0.28913  	
0.19384  	0.35476  	-0.3236  	0.25647  	-0.0474  	0.38490  	-0.0282  	0.28309  	0.54677  	-0.2925  	-0.2433  	1.03223  	-0.0616  	-0.2384  	-1.0621  	1.17047  	0.32431  	0.38121  	0.62188  	0.95219  	0.48817  	0.26883  	-0.3255  	0.43515  	0.66431  	-0.0151  	-0.2008  	-0.1158  	-0.5401  	-0.3791  	-0.3533  	0.13265  	0.20055  	-0.2158  	0.46241  	-0.0264  	0.37035  	-0.0809  	-0.4721  	0.20122  	0.25372  	-0.1969  	0.06604  	0.34423  	0.04196  	-0.0769  	0.03456  	0.03187  	0.03368  	-0.0250  	-0.0469  	-0.0486  	-0.0250  	-0.0193  	-0.0191  	0.02009  	0.01594  	0.00632  	-0.0253  	0.00229  	0.00076  	0.03967  	0.11022  	0.00480  	0.36171  	0.09047  	-0.0133  	-0.0219  	0.02887  	0.29303  	
0.18208  	0.34817  	-0.3357  	0.25631  	-0.0397  	0.37570  	-0.0289  	0.28103  	0.53993  	-0.2868  	-0.2458  	1.03445  	-0.0620  	-0.2432  	-1.0597  	1.16351  	0.33018  	0.38070  	0.62095  	0.95489  	0.48025  	0.26971  	-0.3253  	0.42980  	0.66411  	-0.0127  	-0.1935  	-0.1072  	-0.5322  	-0.3745  	-0.3536  	0.13333  	0.19518  	-0.2149  	0.45708  	-0.0267  	0.36970  	-0.0798  	-0.4708  	0.20374  	0.25038  	-0.1960  	0.06515  	0.34525  	0.04312  	-0.0767  	0.03601  	0.02926  	0.03336  	-0.0261  	-0.0474  	-0.0484  	-0.0257  	-0.0193  	-0.0175  	0.01952  	0.01611  	0.00545  	-0.0249  	0.00112  	0.00086  	0.03944  	0.10959  	0.00586  	0.36647  	0.08965  	-0.0126  	-0.0216  	0.02738  	0.29445  	
0.17281  	0.34878  	-0.3355  	0.24916  	-0.0432  	0.37210  	-0.0313  	0.27461  	0.53808  	-0.2870  	-0.2413  	1.02986  	-0.0627  	-0.2483  	-1.0756  	1.15886  	0.32558  	0.38404  	0.62169  	0.96040  	0.48144  	0.26528  	-0.3297  	0.41969  	0.66132  	-0.0122  	-0.2024  	-0.0967  	-0.5271  	-0.3751  	-0.3539  	0.13030  	0.19576  	-0.2131  	0.45283  	-0.0271  	0.36457  	-0.0810  	-0.4699  	0.20438  	0.25153  	-0.1978  	0.06392  	0.34569  	0.04474  	-0.0769  	0.03763  	0.02771  	0.03278  	-0.0250  	-0.0467  	-0.0487  	-0.0257  	-0.0196  	-0.0175  	0.01916  	0.01624  	0.00512  	-0.0258  	0.00052  	0.00041  	0.03921  	0.10958  	0.00566  	0.37149  	0.08920  	-0.0130  	-0.0202  	0.02500  	0.27901  	
0.18765  	0.34954  	-0.3356  	0.25124  	-0.0437  	0.37129  	-0.0279  	0.27830  	0.54291  	-0.2863  	-0.2373  	1.03113  	-0.0623  	-0.2464  	-1.0640  	1.16846  	0.32808  	0.37743  	0.62445  	0.95298  	0.49002  	0.26841  	-0.3261  	0.43253  	0.66286  	-0.0130  	-0.1901  	-0.1184  	-0.5452  	-0.3784  	-0.3549  	0.13608  	0.19482  	-0.2167  	0.46335  	-0.0287  	0.37549  	-0.0780  	-0.4737  	0.20454  	0.24654  	-0.1944  	0.06440  	0.34552  	0.04444  	-0.0767  	0.03595  	0.02838  	0.03354  	-0.0250  	-0.0477  	-0.0487  	-0.0262  	-0.0181  	-0.0169  	0.02006  	0.01567  	0.00571  	-0.0251  	0.00142  	0.00049  	0.03991  	0.10924  	0.00534  	0.37371  	0.08912  	-0.0141  	-0.0197  	0.02414  	0.26866  	
0.20119  	0.35135  	-0.3253  	0.25972  	-0.0458  	0.38635  	-0.0272  	0.28464  	0.54933  	-0.2928  	-0.2386  	1.02659  	-0.0627  	-0.2470  	-1.0517  	1.16813  	0.32805  	0.37479  	0.62404  	0.94935  	0.49487  	0.27123  	-0.3234  	0.43619  	0.66805  	-0.0167  	-0.1871  	-0.1248  	-0.5494  	-0.3799  	-0.3552  	0.13618  	0.19657  	-0.2169  	0.46628  	-0.0289  	0.38256  	-0.0773  	-0.4752  	0.20331  	0.24768  	-0.1971  	0.06658  	0.34492  	0.04495  	-0.0775  	0.03551  	0.02947  	0.03386  	-0.0260  	-0.0479  	-0.0490  	-0.0260  	-0.0186  	-0.0177  	0.02054  	0.01664  	0.00638  	-0.0247  	0.00337  	-6.0816  	0.03995  	0.10994  	0.00514  	0.37397  	0.08890  	-0.0167  	-0.0196  	0.02394  	0.26122  	
